Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
833.6089341,Solar,Steam Turbine,24-07-1974,49.12680927,Answer industry stop exactly.,28,Haiti,5330.512862,Right begin too show election talk.,Thing time effect sound.,2593564.528,Fire happen these yeah.,Direction increase policy send.,33.78468594
945.3971665,Solar,Gas Turbine,18-03-1978,42.53352116,Behind put central manager third industry production.,42,Poland,6369.792463,Dinner well hand well pressure those.,Avoid something father because even father.,2804952.242,More wish hotel approach among line community.,During other machine.,75.99200991
469.7272403,Natural Gas,Solar PV,17-07-1980,77.76780658,Others degree service bank almost recognize.,100,Rwanda,2185.48781,Raise event off one season similar speech me.,Collection plant eat decade level.,7795139.875,Travel take near risk project score environment.,Sort total claim across.,21.62102622
705.7532747,Natural Gas,Steam Turbine,02-12-1998,13.87900712,Enter financial place weight.,51,Kiribati,9192.965315,Society sell poor partner.,Exactly here upon.,3002376.886,Military focus surface sport.,Court national represent direction.,59.88056441
643.5274741,Solar,Solar PV,13-01-1988,5.703560525,Along PM population talk game painting church.,24,Saint Martin,7498.77182,Structure five team soon race question yard.,Feeling time unit population travel.,3666579.554,Attack across entire mention soldier.,A buy yet to degree number society.,74.83218763
670.6006611,Wind,Solar PV,28-03-2002,94.73979217,Goal father free idea catch suggest.,23,Oman,9514.366227,Account behind order.,Hair management day voice those.,4246308.115,Everybody citizen event involve old lose who less.,Suffer response true sign.,17.38570475
333.4888881,Solar,Steam Turbine,17-08-1974,59.63400485,Good require decide news.,31,Belgium,5490.069953,Under authority young bag executive watch relate.,Side result church yourself.,7446683.361,Development since enough difference.,Indicate like south camera perform.,34.96006454
970.0244133,Natural Gas,Steam Turbine,16-09-1994,37.56199314,Box president wife himself watch.,14,Falkland Islands (Malvinas),8811.834774,Candidate source book gun approach.,Involve very benefit early.,6247518.196,Actually amount environment away agent.,Increase hundred reason discuss lawyer sign lay poor.,83.06420679
166.0422103,Natural Gas,Steam Turbine,22-12-1989,69.3202876,Amount room exactly nation reach mother cut.,92,Kuwait,5595.461239,Fight action moment.,Your share whether loss lawyer.,7614565.723,Until indicate little despite direction term.,Race approach herself off forget officer just.,79.25824548
602.4331815,Natural Gas,Hydro,06-09-1993,58.31717701,Collection pay start plan couple person.,55,Thailand,3819.895073,Develop it less Democrat sea total.,Hope too interview white kind.,8250065.737,Same remember national international perhaps away.,Measure thus bank side.,36.97428366
542.1785558,Coal,Steam Turbine,20-10-1993,99.24378878,Yourself national wait partner policy blue forget.,61,Vanuatu,6551.991835,Yourself condition prove feeling.,Eye mother identify home different.,9690856.232,Star outside choose book president.,Threat protect capital road.,80.05005921
744.5470917,Natural Gas,Hydro,07-10-2000,21.59519806,Owner eat less somebody.,91,Greenland,6578.586566,Its medical catch.,Eye charge even.,3805703.214,Move but action.,Seat throughout health.,76.50698621
617.5621524,Coal,Solar PV,23-05-1979,55.34390079,Lawyer last form behavior which necessary beat.,22,Mauritius,632.0259882,Crime benefit service area six lay economy.,Tough direction stage use rise painting station.,6129991.348,Place against miss air participant.,Prove store prove.,67.07115915
207.1883958,Coal,Steam Turbine,28-01-1976,38.11044177,Growth while letter society.,51,Singapore,1772.454732,Report remember although.,Better shake likely practice so special action light.,2677848.105,Might billion right.,This stage and through all happy end.,45.15327596
436.227063,Natural Gas,Gas Turbine,09-05-1985,9.64197596,Family never bank future.,26,Mexico,6306.624899,Painting total summer seat town detail during.,Day down most certain run left.,7608028.217,Outside shoulder seven star main air.,Control direction whose save spend activity crime fill.,76.35931392
40.45201613,Wind,Hydro,09-10-1974,35.95940391,Watch purpose rather better market issue.,57,Malawi,276.6627215,Impact response available key head.,Everybody serious concern toward training population.,7679715.396,Gas him feel memory state kind word future.,Democratic bad pretty worry.,14.36007389
965.6910844,Wind,Solar PV,23-03-2002,68.19113513,Guy evening behind learn accept science.,28,Palestinian Territory,354.7467047,Their television how current lot moment.,To TV great daughter.,8043468.622,Avoid seek star meeting hotel.,Safe idea quickly miss.,54.28005539
535.5694404,Wind,Solar PV,07-11-1992,19.69953987,With produce lay media usually view.,0,Tajikistan,4034.438119,Notice answer ground buy.,Mrs value more beautiful pretty story stock.,5581567.063,Place important word some.,After next skill center well public born.,84.7076834
744.028686,Wind,Gas Turbine,21-12-1997,81.09275886,Painting down cultural assume show phone father cut.,42,Dominican Republic,4205.508859,Happen baby employee in body.,Teach manager really available.,5847418.95,Hospital modern still.,Those less onto push heart nice.,11.31477539
156.6510599,Wind,Gas Turbine,18-08-1994,74.24284059,Land outside good performance but quality detail would.,94,Georgia,7226.969868,Week successful high deal reach wide out.,Exist bill catch.,9757816.566,Candidate discover peace financial seem participant painting.,Might customer him billion leg behavior.,22.77130971
929.1354833,Coal,Hydro,25-01-2000,31.725972,Teacher especially food agree recently exist.,56,Moldova,9898.306895,The wait tax whom tough.,Smile my father.,8759176.08,Stop fire realize exist one resource.,Move yeah former especially than return general.,20.17730278
624.1166286,Solar,Steam Turbine,21-09-2002,9.511076465,Test real keep none majority picture.,14,Morocco,6124.566385,General outside music situation leader speak strategy.,Whose security really.,4317724.948,Ready magazine listen use early place.,Modern partner tend who chair always within.,40.52753028
668.8704431,Solar,Hydro,02-04-1995,1.924411942,Future fill guy would face seat recently necessary.,77,Afghanistan,8435.408392,Know trial relate window go relate.,Travel young arm eat.,1511613.833,Treat able exactly conference common night.,Show why store especially focus.,14.54632072
247.1739264,Natural Gas,Solar PV,12-09-1993,53.47045908,Throughout candidate probably threat toward.,14,Jordan,7475.595524,Until store list kind cold strong hospital.,Create address live national base.,1380973.654,Painting deep main trade.,Language might sing organization fine reach civil protect.,56.9626323
3.668509901,Coal,Solar PV,05-05-1997,13.04783533,Ten yourself ask authority ok important.,72,British Indian Ocean Territory (Chagos Archipelago),4766.072762,Ball move fear maintain quality.,Draw international radio goal cup.,5807811.439,After amount behind.,Modern business him clearly people media example you.,25.41079931
766.3183785,Coal,Gas Turbine,31-08-1975,17.25483487,Go must easy particular.,70,Brazil,8322.035176,That white need church.,Free successful wish.,4093069.042,Argue situation question attorney window.,Send condition upon language full important lose rule.,60.06950895
893.6026037,Coal,Hydro,25-11-2002,9.379000936,Recognize discuss sing to couple most imagine.,39,Bhutan,3115.294801,Across some mention six.,Product customer hand this subject our you.,9688101.632,Congress several professor close data prevent.,Without own particularly.,10.32802504
296.8042138,Natural Gas,Hydro,17-06-1977,29.88600837,Even beautiful take.,18,El Salvador,4304.004245,Break environment try rule Republican to keep.,May she show TV sport near customer.,3297932.83,Either buy American strong occur moment marriage.,Hundred evening low bill.,22.33096456
659.7431334,Coal,Gas Turbine,18-08-1999,92.35698637,Big hospital suffer education pretty cost.,98,Tokelau,9789.266632,Cut drive item send than along create.,Center personal pay language bit several identify.,3742092.465,Wrong fine relationship car public.,Attention training student summer court.,53.13682429
968.0370026,Solar,Steam Turbine,01-02-2000,42.41994086,Suffer rest federal black.,31,Cayman Islands,4058.547276,Involve section during several young.,Sell purpose many perform.,1089164.467,Section wonder indicate learn other thank rock develop.,Statement cell interest expert interesting itself.,72.92241107
390.3492856,Wind,Hydro,18-09-2000,84.528514,Customer grow health notice ahead possible allow.,33,Zimbabwe,506.9660658,Oil control same human.,Important cup difficult deal our white.,3313121.598,Long method rather little start where.,Once off about edge.,57.15252619
560.3247812,Natural Gas,Solar PV,08-01-1973,40.29141271,Receive institution agency result.,65,Mongolia,5989.174473,Mouth term program trouble above.,Participant kind seek a consumer.,5021027.782,Increase for national son land.,Foot add instead research soldier crime.,65.16721925
502.2098625,Natural Gas,Hydro,19-10-1995,43.98489424,Others figure nice.,39,Macao,7546.571785,Agreement admit director draw bad base must.,Maintain nearly series item particular drop.,4448985.091,Mrs bar Mrs road campaign through air TV.,Best natural drive end resource very guy.,84.62327791
19.42814424,Natural Gas,Gas Turbine,15-06-2001,94.93773904,Investment including man raise million practice anyone.,78,Brazil,4900.776582,Fast too do national physical name.,Stand minute fly common.,1642717.424,Structure animal grow product thing soon contain.,Improve if power.,50.01195637
92.7798419,Wind,Gas Turbine,14-10-2001,52.4244832,Current their I girl growth.,14,Dominica,7664.548375,Outside successful part.,Government conference goal authority light.,1416874.29,Would magazine interesting story travel make.,College become task can exactly.,58.70174054
227.112361,Solar,Hydro,07-05-1997,47.10425952,Adult industry scientist cause cover task.,75,Gabon,669.9041742,Eat necessary health if.,Easy street past war wear check.,5933052.791,Analysis blood wonder several wide.,Growth thus significant term deep public.,79.35631467
748.9087028,Coal,Hydro,04-11-1985,29.96914851,Least several step almost power.,72,Mali,8347.416641,Near space thank same parent political difficult.,Interesting forget official wide avoid.,4980138.824,Still here floor fly rather may indeed write.,Main ask business interesting American.,92.5991383
134.4671653,Solar,Solar PV,26-05-1976,58.17689314,Production opportunity ago.,68,Guinea-Bissau,2050.138814,Between north she may.,Finish foreign surface charge school sure enter.,8308707.407,Choice field past final leader oil friend imagine.,Next former close.,51.77927936
